iter,pos,0.000000e+000,2.000000e-002,4.000000e-002,6.000000e-002,8.000000e-002,1.000000e-001,1.200000e-001,1.400000e-001,1.600000e-001,1.800000e-001,2.000000e-001,2.200000e-001,2.400000e-001,2.600000e-001,2.800000e-001,3.000000e-001,3.200000e-001,3.400000e-001,3.600000e-001,3.800000e-001,4.000000e-001,4.200000e-001,4.400000e-001,4.600000e-001,4.800000e-001,5.000000e-001,5.200000e-001,5.400000e-001,5.600000e-001,5.800000e-001,6.000000e-001,6.200000e-001,6.400000e-001,6.600000e-001,6.800000e-001,7.000000e-001,7.200000e-001,7.400000e-001,7.600000e-001,7.800000e-001,8.000000e-001,8.200000e-001,8.400000e-001,8.600000e-001,8.800000e-001,9.000000e-001,9.200000e-001,9.400000e-001,9.600000e-001,9.800000e-001,1.000000e+000
900,90.000000,1.342161e-003,1.383494e-003,1.507494e-003,1.722491e-003,2.041843e-003,2.484723e-003,3.076680e-003,3.850273e-003,4.845766e-003,6.111836e-003,7.706246e-003,9.696413e-003,1.215980e-002,1.518407e-002,1.886689e-002,2.331538e-002,2.864506e-002,3.497839e-002,4.244269e-002,5.116763e-002,6.128230e-002,7.291179e-002,8.617360e-002,1.011739e-001,1.180036e-001,1.367352e-001,1.574192e-001,1.800816e-001,2.047219e-001,2.313120e-001,2.597958e-001,2.900898e-001,3.220846e-001,3.556471e-001,3.906240e-001,4.268446e-001,4.641260e-001,5.022765e-001,5.411008e-001,5.804043e-001,6.199970e-001,6.596980e-001,6.993387e-001,7.387656e-001,7.778433e-001,8.164558e-001,8.545083e-001,8.919281e-001,9.286647e-001,9.646904e-001,1.000000e+000
1000,100.000000,2.656063e-003,2.722502e-003,2.921818e-003,3.264420e-003,3.766852e-003,4.452564e-003,5.352313e-003,6.504568e-003,7.955918e-003,9.761435e-003,1.198494e-002,1.469912e-002,1.798543e-002,2.193370e-002,2.664150e-002,3.221307e-002,3.875787e-002,4.638882e-002,5.522005e-002,6.536441e-002,7.693064e-002,9.002038e-002,1.047251e-001,1.211229e-001,1.392760e-001,1.592277e-001,1.810004e-001,2.045940e-001,2.299849e-001,2.571255e-001,2.859446e-001,3.163486e-001,3.482231e-001,3.814356e-001,4.158379e-001,4.512696e-001,4.875619e-001,5.245409e-001,5.620318e-001,5.998620e-001,6.378650e-001,6.758831e-001,7.137706e-001,7.513957e-001,7.886427e-001,8.254132e-001,8.616274e-001,8.972245e-001,9.321635e-001,9.664227e-001,1.000000e+000
1100,110.000000,4.658915e-003,4.755461e-003,5.045099e-003,5.539766e-003,6.258317e-003,7.227233e-003,8.480830e-003,1.006143e-002,1.201946e-002,1.441352e-002,1.731024e-002,2.078400e-002,2.491651e-002,2.979596e-002,3.551611e-002,4.217484e-002,4.987265e-002,5.871063e-002,6.878837e-002,8.020153e-002,9.303937e-002,1.073821e-001,1.232985e-001,1.408432e-001,1.600548e-001,1.809539e-001,2.035418e-001,2.277995e-001,2.536869e-001,2.811440e-001,3.100904e-001,3.404278e-001,3.720410e-001,4.048005e-001,4.385653e-001,4.731855e-001,5.085056e-001,5.443677e-001,5.806143e-001,6.170916e-001,6.536522e-001,6.901576e-001,7.264804e-001,7.625060e-001,7.981343e-001,8.332810e-001,8.678778e-001,9.018736e-001,9.352343e-001,9.679431e-001,1.000000e+000
1200,120.000000,7.458768e-003,7.588926e-003,7.979400e-003,8.643045e-003,9.600070e-003,1.087866e-002,1.251499e-002,1.455321e-002,1.704527e-002,2.005068e-002,2.363608e-002,2.787471e-002,3.284561e-002,3.863263e-002,4.532317e-002,5.300675e-002,6.177330e-002,7.171127e-002,8.290559e-002,9.543552e-002,1.093725e-001,1.247778e-001,1.417007e-001,1.601766e-001,1.802253e-001,2.018498e-001,2.250353e-001,2.497490e-001,2.759400e-001,3.035400e-001,3.324638e-001,3.626114e-001,3.938693e-001,4.261128e-001,4.592084e-001,4.930165e-001,5.273939e-001,5.621966e-001,5.972822e-001,6.325128e-001,6.677569e-001,7.028918e-001,7.378050e-001,7.723960e-001,8.065775e-001,8.402760e-001,8.734330e-001,9.060047e-001,9.379627e-001,9.692938e-001,1.000000e+000
1300,130.000000,1.112524e-002,1.129098e-002,1.178820e-002,1.263009e-002,1.383732e-002,1.543856e-002,1.747035e-002,1.997689e-002,2.300965e-002,2.662694e-002,3.089324e-002,3.587845e-002,4.165691e-002,4.830626e-002,5.590608e-002,6.453639e-002,7.427599e-002,8.520068e-002,9.738136e-002,1.108822e-001,1.257586e-001,1.420556e-001,1.598062e-001,1.790299e-001,1.997314e-001,2.219001e-001,2.455093e-001,2.705165e-001,2.968634e-001,3.244764e-001,3.532686e-001,3.831401e-001,4.139805e-001,4.456706e-001,4.780847e-001,5.110928e-001,5.445627e-001,5.783627e-001,6.123636e-001,6.464409e-001,6.804767e-001,7.143611e-001,7.479944e-001,7.812876e-001,8.141638e-001,8.465585e-001,8.784208e-001,9.097132e-001,9.404118e-001,9.705063e-001,1.000000e+000
1400,140.000000,1.569105e-002,1.589296e-002,1.649868e-002,1.752126e-002,1.898108e-002,2.090629e-002,2.333254e-002,2.630266e-002,2.986610e-002,3.407836e-002,3.900014e-002,4.469651e-002,5.123575e-002,5.868815e-002,6.712469e-002,7.661549e-002,8.722823e-002,9.902656e-002,1.120684e-001,1.264041e-001,1.420752e-001,1.591129e-001,1.775363e-001,1.973521e-001,2.185531e-001,2.411182e-001,2.650118e-001,2.901846e-001,3.165732e-001,3.441016e-001,3.726822e-001,4.022170e-001,4.325994e-001,4.637160e-001,4.954484e-001,5.276755e-001,5.602752e-001,5.931267e-001,6.261121e-001,6.591185e-001,6.920394e-001,7.247761e-001,7.572392e-001,7.893494e-001,8.210385e-001,8.522496e-001,8.829380e-001,9.130713e-001,9.426293e-001,9.716040e-001,1.000000e+000
1500,150.000000,2.115714e-002,2.139466e-002,2.210724e-002,2.330740e-002,2.501463e-002,2.725579e-002,3.006471e-002,3.348177e-002,3.755331e-002,4.233086e-002,4.787028e-002,5.423079e-002,6.147382e-002,6.966178e-002,7.885674e-002,8.911894e-002,1.005054e-001,1.130683e-001,1.268537e-001,1.418999e-001,1.582362e-001,1.758818e-001,1.948446e-001,2.151206e-001,2.366934e-001,2.595337e-001,2.835995e-001,3.088364e-001,3.351783e-001,3.625479e-001,3.908584e-001,4.200142e-001,4.499130e-001,4.804471e-001,5.115052e-001,5.429743e-001,5.747413e-001,6.066950e-001,6.387275e-001,6.707357e-001,7.026230e-001,7.343003e-001,7.656870e-001,7.967119e-001,8.273141e-001,8.574431e-001,8.870594e-001,9.161348e-001,9.446520e-001,9.726054e-001,1.000000e+000
1600,160.000000,2.749917e-002,2.777090e-002,2.858610e-002,2.995648e-002,3.190025e-002,3.444239e-002,3.761427e-002,4.145312e-002,4.600136e-002,5.130585e-002,5.741693e-002,6.438744e-002,7.227160e-002,8.112375e-002,9.099711e-002,1.019424e-001,1.140065e-001,1.272312e-001,1.416518e-001,1.572958e-001,1.741820e-001,1.923195e-001,2.117068e-001,2.323313e-001,2.541692e-001,2.771850e-001,3.013319e-001,3.265523e-001,3.527783e-001,3.799328e-001,4.079301e-001,4.366778e-001,4.660779e-001,4.960282e-001,5.264240e-001,5.571598e-001,5.881305e-001,6.192334e-001,6.503693e-001,6.814439e-001,7.123691e-001,7.430637e-001,7.734549e-001,8.034785e-001,8.330795e-001,8.622130e-001,8.908439e-001,9.189475e-001,9.465092e-001,9.735247e-001,1.000000e+000
1700,170.000000,3.467411e-002,3.497802e-002,3.588974e-002,3.742000e-002,3.958544e-002,4.240882e-002,4.591859e-002,5.014838e-002,5.513627e-002,6.092403e-002,6.755616e-002,7.507891e-002,8.353919e-002,9.298340e-002,1.034562e-001,1.149993e-001,1.276503e-001,1.414413e-001,1.563980e-001,1.725386e-001,1.898727e-001,2.084009e-001,2.281137e-001,2.489919e-001,2.710055e-001,2.941143e-001,3.182682e-001,3.434075e-001,3.694636e-001,3.963597e-001,4.240125e-001,4.523325e-001,4.812261e-001,5.105963e-001,5.403447e-001,5.703723e-001,6.005815e-001,6.308771e-001,6.611674e-001,6.913659e-001,7.213917e-001,7.511709e-001,7.806370e-001,8.097318e-001,8.384059e-001,8.666186e-001,8.943388e-001,9.215447e-001,9.482239e-001,9.743735e-001,1.000000e+000
1800,180.000000,4.262608e-002,4.295972e-002,4.396066e-002,4.563852e-002,4.800821e-002,5.109004e-002,5.490936e-002,5.949593e-002,6.488330e-002,7.110798e-002,7.820855e-002,8.622470e-002,9.519619e-002,1.051617e-001,1.161579e-001,1.282181e-001,1.413712e-001,1.556408e-001,1.710440e-001,1.875906e-001,2.052826e-001,2.241132e-001,2.440665e-001,2.651175e-001,2.872316e-001,3.103651e-001,3.344655e-001,3.594717e-001,3.853151e-001,4.119202e-001,4.392056e-001,4.670853e-001,4.954697e-001,5.242670e-001,5.533842e-001,5.827287e-001,6.122092e-001,6.417374e-001,6.712283e-001,7.006020e-001,7.297842e-001,7.587070e-001,7.873098e-001,8.155395e-001,8.433511e-001,8.707081e-001,8.975825e-001,9.239550e-001,9.498152e-001,9.751612e-001,1.000000e+000
1900,190.000000,5.129118e-002,5.165190e-002,5.273407e-002,5.454615e-002,5.710126e-002,6.041719e-002,6.451607e-002,6.942376e-002,7.516922e-002,8.178375e-002,8.930010e-002,9.775161e-002,1.071712e-001,1.175902e-001,1.290379e-001,1.415397e-001,1.551168e-001,1.697849e-001,1.855537e-001,2.024259e-001,2.203964e-001,2.394525e-001,2.595728e-001,2.807277e-001,3.028790e-001,3.259804e-001,3.499774e-001,3.748086e-001,4.004058e-001,4.266947e-001,4.535965e-001,4.810284e-001,5.089047e-001,5.371383e-001,5.656414e-001,5.943270e-001,6.231098e-001,6.519071e-001,6.806404e-001,7.092354e-001,7.376237e-001,7.657426e-001,7.935366e-001,8.209570e-001,8.479628e-001,8.745210e-001,9.006064e-001,9.262018e-001,9.512985e-001,9.758955e-001,1.000000e+000
2000,200.000000,6.060140e-002,6.098644e-002,6.214155e-002,6.407405e-002,6.679522e-002,7.032038e-002,7.466844e-002,7.986143e-002,8.592382e-002,9.288184e-002,1.007627e-001,1.095935e-001,1.194009e-001,1.302095e-001,1.420414e-001,1.549151e-001,1.688447e-001,1.838390e-001,1.999010e-001,2.170269e-001,2.352062e-001,2.544207e-001,2.746446e-001,2.958446e-001,3.179796e-001,3.410011e-001,3.648540e-001,3.894763e-001,4.148006e-001,4.407546e-001,4.672615e-001,4.942418e-001,5.216136e-001,5.492942e-001,5.772004e-001,6.052505e-001,6.333642e-001,6.614646e-001,6.894781e-001,7.173361e-001,7.449748e-001,7.723366e-001,7.993700e-001,8.260306e-001,8.522808e-001,8.780904e-001,9.034368e-001,9.283048e-001,9.526867e-001,9.765826e-001,1.000000e+000
2100,210.000000,7.048753e-002,7.089412e-002,7.211390e-002,7.415303e-002,7.702106e-002,8.073084e-002,8.529822e-002,9.074149e-002,9.708085e-002,1.043377e-001,1.125340e-001,1.216912e-001,1.318298e-001,1.429682e-001,1.551222e-001,1.683039e-001,1.825210e-001,1.977761e-001,2.140664e-001,2.313827e-001,2.497094e-001,2.690238e-001,2.892966e-001,3.104913e-001,3.325645e-001,3.554665e-001,3.791413e-001,4.035274e-001,4.285581e-001,4.541628e-001,4.802673e-001,5.067951e-001,5.336679e-001,5.608068e-001,5.881333e-001,6.155700e-001,6.430417e-001,6.704760e-001,6.978044e-001,7.249628e-001,7.518919e-001,7.785383e-001,8.048545e-001,8.307993e-001,8.563384e-001,8.814440e-001,9.060958e-001,9.302802e-001,9.539907e-001,9.772281e-001,1.000000e+000
2200,220.000000,8.088127e-002,8.130673e-002,8.258310e-002,8.471549e-002,8.771173e-002,9.158237e-002,9.634031e-002,1.020003e-001,1.085786e-001,1.160920e-001,1.245575e-001,1.339914e-001,1.444085e-001,1.558217e-001,1.682409e-001,1.816724e-001,1.961182e-001,2.115756e-001,2.280365e-001,2.454869e-001,2.639070e-001,2.832705e-001,3.035448e-001,3.246910e-001,3.466640e-001,3.694131e-001,3.928820e-001,4.170095e-001,4.417303e-001,4.669753e-001,4.926729e-001,5.187493e-001,5.451296e-001,5.717388e-001,5.985021e-001,6.253466e-001,6.522013e-001,6.789981e-001,7.056730e-001,7.321658e-001,7.584214e-001,7.843900e-001,8.100276e-001,8.352961e-001,8.601638e-001,8.846053e-001,9.086021e-001,9.321421e-001,9.552198e-001,9.778365e-001,1.000000e+000
2300,230.000000,9.171673e-002,9.215849e-002,9.348376e-002,9.569663e-002,9.880334e-002,1.028123e-001,1.077335e-001,1.135787e-001,1.203601e-001,1.280905e-001,1.367822e-001,1.464468e-001,1.570941e-001,1.687316e-001,1.813641e-001,1.949926e-001,2.096143e-001,2.252215e-001,2.418016e-001,2.593366e-001,2.778028e-001,2.971710e-001,3.174058e-001,3.384665e-001,3.603067e-001,3.828749e-001,4.061148e-001,4.299659e-001,4.543640e-001,4.792419e-001,5.045302e-001,5.301579e-001,5.560532e-001,5.821446e-001,6.083610e-001,6.346332e-001,6.608941e-001,6.870799e-001,7.131300e-001,7.389882e-001,7.646030e-001,7.899278e-001,8.149216e-001,8.395492e-001,8.637812e-001,8.875944e-001,9.109716e-001,9.339022e-001,9.563816e-001,9.784116e-001,1.000000e+000
2400,240.000000,1.029314e-001,1.033871e-001,1.047540e-001,1.070353e-001,1.102358e-001,1.143619e-001,1.194211e-001,1.254219e-001,1.323732e-001,1.402840e-001,1.491623e-001,1.590154e-001,1.698484e-001,1.816644e-001,1.944631e-001,2.082413e-001,2.229914e-001,2.387017e-001,2.553554e-001,2.729312e-001,2.914022e-001,3.107363e-001,3.308963e-001,3.518398e-001,3.735194e-001,3.958832e-001,4.188752e-001,4.424354e-001,4.665011e-001,4.910068e-001,5.158853e-001,5.410681e-001,5.664865e-001,5.920719e-001,6.177569e-001,6.434756e-001,6.691646e-001,6.947635e-001,7.202154e-001,7.454673e-001,7.704709e-001,7.951827e-001,8.195644e-001,8.435831e-001,8.672116e-001,8.904284e-001,9.132181e-001,9.355709e-001,9.574831e-001,9.789568e-001,1.000000e+000
2500,250.000000,1.144668e-001,1.149341e-001,1.163359e-001,1.186746e-001,1.219534e-001,1.261770e-001,1.313506e-001,1.374798e-001,1.445705e-001,1.526280e-001,1.616567e-001,1.716598e-001,1.826383e-001,1.945911e-001,2.075139e-001,2.213991e-001,2.362352e-001,2.520069e-001,2.686941e-001,2.862721e-001,3.047115e-001,3.239780e-001,3.440326e-001,3.648317e-001,3.863272e-001,4.084671e-001,4.311955e-001,4.544535e-001,4.781794e-001,5.023097e-001,5.267791e-001,5.515217e-001,5.764714e-001,6.015627e-001,6.267311e-001,6.519141e-001,6.770515e-001,7.020860e-001,7.269639e-001,7.516354e-001,7.760549e-001,8.001817e-001,8.239798e-001,8.474186e-001,8.704728e-001,8.931225e-001,9.153534e-001,9.371569e-001,9.585299e-001,9.794749e-001,1.000000e+000
2600,260.000000,1.262688e-001,1.267456e-001,1.281761e-001,1.305618e-001,1.339048e-001,1.382078e-001,1.434742e-001,1.497069e-001,1.569090e-001,1.650826e-001,1.742287e-001,1.843469e-001,1.954346e-001,2.074868e-001,2.204956e-001,2.344496e-001,2.493342e-001,2.651304e-001,2.818154e-001,2.993618e-001,3.177379e-001,3.369076e-001,3.568305e-001,3.774620e-001,3.987535e-001,4.206530e-001,4.431051e-001,4.660518e-001,4.894327e-001,5.131858e-001,5.372480e-001,5.615557e-001,5.860452e-001,6.106539e-001,6.353200e-001,6.599840e-001,6.845886e-001,7.090796e-001,7.334061e-001,7.575209e-001,7.813811e-001,8.049484e-001,8.281890e-001,8.510743e-001,8.735806e-001,8.956895e-001,9.173879e-001,9.386680e-001,9.595273e-001,9.799686e-001,1.000000e+000
2700,270.000000,1.382875e-001,1.387720e-001,1.402255e-001,1.426488e-001,1.460428e-001,1.504090e-001,1.557484e-001,1.620620e-001,1.693501e-001,1.776120e-001,1.868457e-001,1.970476e-001,2.082117e-001,2.203298e-001,2.333905e-001,2.473796e-001,2.622790e-001,2.780672e-001,2.947186e-001,3.122037e-001,3.304889e-001,3.495365e-001,3.693050e-001,3.897491e-001,4.108199e-001,4.324654e-001,4.546309e-001,4.772593e-001,5.002914e-001,5.236669e-001,5.473247e-001,5.712031e-001,5.952411e-001,6.193782e-001,6.435557e-001,6.677164e-001,6.918060e-001,7.157728e-001,7.395685e-001,7.631484e-001,7.864721e-001,8.095033e-001,8.322103e-001,8.545662e-001,8.765487e-001,8.981409e-001,9.193307e-001,9.401109e-001,9.604797e-001,9.804400e-001,1.000000e+000
2800,280.000000,1.504775e-001,1.509680e-001,1.524393e-001,1.548917e-001,1.583251e-001,1.627393e-001,1.681340e-001,1.745079e-001,1.818591e-001,1.901843e-001,1.994788e-001,2.097361e-001,2.209473e-001,2.331013e-001,2.461837e-001,2.601776e-001,2.750623e-001,2.908136e-001,3.074040e-001,3.248019e-001,3.429722e-001,3.618758e-001,3.814704e-001,4.017102e-001,4.225461e-001,4.439265e-001,4.657972e-001,4.881019e-001,5.107830e-001,5.337815e-001,5.570382e-001,5.804934e-001,6.040883e-001,6.277648e-001,6.514666e-001,6.751390e-001,6.987301e-001,7.221906e-001,7.454747e-001,7.685400e-001,7.913481e-001,8.138647e-001,8.360599e-001,8.579084e-001,8.793893e-001,9.004868e-001,9.211896e-001,9.414915e-001,9.613909e-001,9.808910e-001,1.000000e+000
2900,290.000000,1.627978e-001,1.632926e-001,1.647772e-001,1.672508e-001,1.707129e-001,1.751618e-001,1.805956e-001,1.870114e-001,1.944051e-001,2.027711e-001,2.121024e-001,2.223898e-001,2.336220e-001,2.457851e-001,2.588625e-001,2.728344e-001,2.876782e-001,3.033675e-001,3.198727e-001,3.371608e-001,3.551952e-001,3.739360e-001,3.933401e-001,4.133613e-001,4.339507e-001,4.550568e-001,4.766261e-001,4.986035e-001,5.209323e-001,5.435552e-001,5.664146e-001,5.894529e-001,6.126132e-001,6.358396e-001,6.590781e-001,6.822762e-001,7.053843e-001,7.283554e-001,7.511457e-001,7.737150e-001,7.960268e-001,8.180486e-001,8.397521e-001,8.611134e-001,8.821130e-001,9.027359e-001,9.229718e-001,9.428151e-001,9.622644e-001,9.813234e-001,1.000000e+000
3000,300.000000,1.752112e-001,1.757090e-001,1.772024e-001,1.796905e-001,1.831716e-001,1.876431e-001,1.931017e-001,1.995428e-001,2.069605e-001,2.153472e-001,2.246938e-001,2.349888e-001,2.462187e-001,2.583674e-001,2.714158e-001,2.853424e-001,3.001222e-001,3.157272e-001,3.321262e-001,3.492849e-001,3.671655e-001,3.857273e-001,4.049267e-001,4.247174e-001,4.450504e-001,4.658749e-001,4.871379e-001,5.087852e-001,5.307615e-001,5.530110e-001,5.754774e-001,5.981052e-001,6.208392e-001,6.436258e-001,6.664127e-001,6.891498e-001,7.117894e-001,7.342867e-001,7.565999e-001,7.786905e-001,8.005239e-001,8.220692e-001,8.432995e-001,8.641923e-001,8.847292e-001,9.048961e-001,9.246835e-001,9.440862e-001,9.631034e-001,9.817386e-001,1.000000e+000
